mesaj_id,mesaj,etiket
309,Siparişiniz kargo ile yola çıktı. Takip numaranız 878290.,normal
310,"Tebrikler Can, kazandın! Maç",normal
311,Acil dönüş yapar mısın,normal
312,"Paketiniz gümrükte bekliyor, 37 TL ödeme yapmazsanız iade edilecek: tinyurl.com/a607",dolandiricilik
313,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
314,Otomatik ödeme talimatınız ile,normal
315,Kartınız ile yapılan 640 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
316,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
317,Hesabınıza 640 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
318,Siparişiniz kargo ile yola çıktı. Takip numaranız 462890.,normal
319,Doğum günün kutlu olsun Ayşe! Nice mutlu yıllara.,normal
320,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Detaylar için arayın.",normal
321,"Merhaba Emre, akşam yemeğe geliyor musun?",normal
322,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
323,Paketiniz pazar teslim edilecektir. İyi günler. İyi günler.,normal
324,Doğum günün kutlu olsun,normal
325,"Tebrikler Burak, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
326,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: kargo-takip.xyz/a303,dolandiricilik
327,"Eczanemizde reçeteniz hazırdır, yarın teslim",normal
328,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: bit.ly/a840",dolandiricilik
329,Doğum günün kutlu olsun Ayşe! Nice mutlu yıllara. Teşekkürler.,normal
330,Otomatik ödeme talimatınız,normal
331,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: bit.ly/a792 İyi günler.",dolandiricilik
332,"Deniz toplantı 16:45 da başlıyor, geç kalma. Detaylar için arayın.",normal
333,E-devlet vergi iadeniz 250 TL,dolandiricilik
334,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazar. Tutar: 480 TL. Detaylar için arayın.,normal
335,Kartınız ile yapılan 250 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Detaylar için arayın.,normal
336,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
337,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. İyi günler.,normal
338,Otomatik ödeme talimatınız ile 1.200 TL fatura ödendi. Detaylar için arayın.,normal
339,"Merhaba Elif, akşam yemeğe geliyor musun?",normal
340,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Teşekkürler.,normal
341,Doğum günün kutlu olsun Merve! Nice mutlu yıllara.,normal
342,Tek kullanımlık şifreniz: 577970. Bu şifreyi kimseyle paylaşmayınız. İyi günler.,normal
343,Tek kullanımlık şifreniz: 331435. Bu şifreyi kimseyle paylaşmayınız. Teşekkürler.,normal
344,Siparişiniz kargo ile yola çıktı. Takip numaranız 356377.,normal
345,"Anneciğim yarın size uğrayacağız, bir şey lazım mı? Detaylar için arayın.",normal
346,Otomatik ödeme talimatınız ile 640 TL fatura ödendi.,normal
347,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Detaylar için arayın.",normal
348,Kredi kartı hesap özetiniz,normal
349,"Elif toplantı 11:00 da başlıyor, geç kalma. Bilgilerinize.",normal
350,Otomatik ödeme talimatınız ile 150 TL fatura ödendi. Teşekkürler.,normal
351,"Toplantı notlarını mail attım, bakabilir misin?",normal
352,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. İyi günler.,normal
353,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Bilgilerinize.,normal
354,Kargonuz dağıtıma çıktı. Teslimat,normal
355,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Bilgilerinize.,normal
356,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
357,Kampanya: yarın yapacağınız alışverişlerde 250 TL puan kazanın. Detaylar mobil uygulamada.,normal
358,"Eczanemizde reçeteniz hazırdır, yarın teslim alabilirsiniz.",normal
359,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi bugün. Tutar: 1.200 TL.,normal
360,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
361,Paketiniz pazar teslim edilecektir. İyi günler.,normal
362,Kartınızdan 89 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
363,"Acil dönüş yapar mısın Burak, toplantı saati değişti. Bilgilerinize.",normal
364,"Burak ben, yeni numaram bu. Acil para lazım, IBAN atıyorum. Teşekkürler.",dolandiricilik
365,Kartınız ile yapılan 1.890 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
366,Otomatik ödeme talimatınız,normal
367,Kredi kartı hesap özetiniz hazırlandı.,normal
368,"Tebrikler, çekilişimizde hediye",normal
369,Otomatik ödeme talimatınız,normal
370,Kartınız askıya alındı. Şifre,dolandiricilik
371,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Teşekkürler.,normal
372,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
373,Kartınız ile yapılan 150 TL işlem onaylanmadı.,normal
374,"Anneciğim cuma size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
375,"Anneciğim cuma size uğrayacağız, bir şey lazım mı?",normal
376,"Can toplantı 11:00 da başlıyor, geç kalma.",normal
377,Kartınızdan 320 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a177 Teşekkürler.,dolandiricilik
378,Kartınızdan 640 TL harcama,dolandiricilik
379,Hesabınız bloke edilmiştir. Açmak,dolandiricilik
380,"Deniz yola çıktım, 16:45 gibi oradayım.",normal
381,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: kargo-takip.xyz/a870,dolandiricilik
382,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: edevlet-iade.info/a307 Detaylar için arayın.,dolandiricilik
383,"Selin yola çıktım, 11:00 gibi oradayım. Teşekkürler.",normal
384,Hesabınıza 1.200 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
385,Anneciğim pazar size,normal
386,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cumartesi. Tutar: 1.200 TL.,normal
387,"Deniz toplantı 20:30 da başlıyor, geç kalma. Teşekkürler.",normal
388,Faturanız 2.750 TL olarak kesilmiştir. Son ödeme cuma. İyi günler.,normal
389,Kartınız ile yapılan 480 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
390,Acil dönüş yapar mısın,normal
391,Otomatik ödeme talimatınız ile 320 TL fatura ödendi. Teşekkürler.,normal
392,Kartınız ile yapılan 250 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Detaylar için arayın.,normal
393,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: tinyurl.com/a326,dolandiricilik
394,Kartınızdan 640 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. İyi günler.,normal
395,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: guvenli-odeme.net/a931 Detaylar için arayın.,dolandiricilik
396,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Teşekkürler.",normal
397,"Toplantı notlarını mail attım, bakabilir misin?",normal
398,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz hesap-dogrula.com/a261",dolandiricilik
399,Kartınızdan 2.750 TL harcama yapılmıştır. Size ait değilse iptal için: kargo-takip.xyz/a315 Bilgilerinize.,dolandiricilik
400,"Mehmet yola çıktım, 20:30 gibi oradayım.",normal
401,Faturanız 1.200 TL olarak kesilmiştir. Son ödeme cuma.,normal
402,Otomatik ödeme talimatınız ile 250 TL fatura ödendi. Teşekkürler.,normal
403,Kartınızdan 250 TL harcama,dolandiricilik
404,Son uyarı! Hesap doğrulama yapmazsanız,dolandiricilik
405,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz",normal
406,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız",normal
407,"Merhaba Zeynep, akşam yemeğe geliyor musun? Bilgilerinize.",normal
408,"Acil dönüş yapar mısın Selin, toplantı saati değişti. Bilgilerinize.",normal
409,"Elif yola çıktım, 18:00 gibi oradayım.",normal
410,"Paketiniz gümrükte bekliyor, 19 TL ödeme yapmazsanız iade edilecek: bit.ly/a956",dolandiricilik
411,Randevunuz yarın saat,normal
412,Kampanya: yarın yapacağınız alışverişlerde 320 TL puan kazanın. Detaylar mobil uygulamada. Detaylar için arayın.,normal
413,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. İyi günler.,normal
414,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cuma. Tutar: 320 TL. Teşekkürler.,normal
415,"Can yola çıktım, 20:30 gibi oradayım. Teşekkürler.",normal
416,"Mehmet yola çıktım, 11:00 gibi oradayım.",normal
417,"Anneciğim bugün size uğrayacağız, bir şey lazım mı? İyi günler.",normal
418,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
419,"Selin yola çıktım, 18:00 gibi oradayım.",normal
420,"Müşteri temsilcimiz sizi arayacak, telefonunuza gelen şifreyi kendisine söyleyiniz.",dolandiricilik
421,Faturanız 5.000 TL,normal
422,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Teşekkürler.",normal
423,"Mehmet yola çıktım, 11:00 gibi oradayım. Detaylar için arayın.",normal
424,Paketiniz pazar teslim edilecektir. İyi günler. Teşekkürler.,normal
425,"Tebrikler, çekilişimizde hediye puan",normal
426,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 89 TL.,normal
427,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. İyi günler.,normal
428,Kredi kartı hesap özetiniz hazırlandı.,normal
429,"Selin yola çıktım, 09:30 gibi oradayım. Bilgilerinize.",normal
430,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a827,dolandiricilik
431,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Detaylar için arayın.,normal
432,"Tebrikler Selin, kazandın! Maç",normal
433,Hesabınıza 150 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Teşekkürler.,normal
434,Hesabınıza 250 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Detaylar için arayın.,normal
435,Hesabınıza 5.000 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. İyi günler.,normal
436,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Detaylar için arayın.",normal
437,"Tebrikler Emre, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
438,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Detaylar için arayın.",normal
439,"Tebrikler Zeynep, kazandın! Maç bileti bende, akşam konuşuruz.",normal
440,Siparişiniz kargo ile yola çıktı. Takip numaranız 310676. Detaylar için arayın.,normal
441,Faturanız 250 TL olarak kesilmiştir. Son ödeme pazartesi. Detaylar için arayın.,normal
442,Hesabınıza 480 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
443,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
444,"Elif ben, yeni numaram bu. Acil para lazım, IBAN atıyorum.",dolandiricilik
445,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
446,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Bilgilerinize.",normal
447,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
448,"Deniz toplantı 20:30 da başlıyor, geç kalma. Teşekkürler.",normal
449,"Merhaba Burak, akşam yemeğe geliyor musun?",normal
450,Kartınızdan 480 TL harcama yapılmıştır. Size ait değilse iptal için: kargo-takip.xyz/a831,dolandiricilik
451,"Acil dönüş yapar mısın Selin,",normal
452,Kampanya: bugün yapacağınız alışverişlerde 89 TL puan kazanın. Detaylar mobil uygulamada. Teşekkürler.,normal
453,Kargonuz dağıtıma çıktı. Teslimat saatini,normal
454,Siparişiniz kurye ile yola çıktı. Takip numaranız 585493.,normal
455,Kartınız ile yapılan 89,normal
456,"Tebrikler Deniz, kazandın! Maç bileti bende, akşam konuşuruz. Detaylar için arayın.",normal
457,Siparişiniz kargo ile yola,dolandiricilik
458,"Eczanemizde reçeteniz hazırdır, yarın teslim alabilirsiniz.",normal
459,Siparişiniz kargo ile yola çıktı. Takip numaranız 139423. İyi günler.,normal
460,Kartınız ile yapılan 640 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
461,"Tebrikler Ayşe, kazandın! Maç bileti bende, akşam konuşuruz.",normal
462,"Eczanemizde reçeteniz hazırdır, bugün teslim alabilirsiniz. Detaylar için arayın.",normal
463,"Acil dönüş yapar mısın Emre, toplantı saati değişti.",normal
464,Tek kullanımlık şifreniz: 377810. Bu şifreyi kimseyle paylaşmayınız. İyi günler.,normal
465,Kredi kartı hesap özetiniz hazırlandı. Son,normal
466,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 640 TL. Bilgilerinize.,normal
467,Faturanız 250 TL olarak kesilmiştir. Son ödeme cuma.,normal
468,Toplantı notlarını mail,normal
469,Tek kullanımlık şifreniz:,normal
470,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: edevlet-iade.info/a468 Detaylar için arayın.,dolandiricilik
471,"Tebrikler Selin, kazandın! Maç bileti bende, akşam konuşuruz. İyi günler.",normal
472,Kredi kartı hesap özetiniz hazırlandı.,normal
473,Acil dönüş yapar,normal
474,"Tebrikler Mehmet, kazandın! Maç bileti bende, akşam konuşuruz.",normal
475,"Eczanemizde reçeteniz hazırdır, cumartesi teslim alabilirsiniz. Teşekkürler.",normal
476,Kartınızdan 1.890 TL harcama yapılmıştır. Bilgi,normal
477,"Anneciğim cumartesi size uğrayacağız, bir şey lazım mı?",normal
478,Randevunuz pazar saat,normal
479,"Tebrikler Mehmet, kazandın! Maç bileti bende, akşam konuşuruz. Detaylar için arayın.",normal
480,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz. Teşekkürler.",normal
481,"Ayşe ben, yeni numaram bu. Acil para lazım, IBAN atıyorum.",dolandiricilik
482,Kampanya: cuma yapacağınız alışverişlerde 5.000 TL puan kazanın. Detaylar mobil uygulamada.,normal
483,"Anneciğim pazar size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
484,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a594 Teşekkürler.,dolandiricilik
485,Otomatik ödeme talimatınız ile 150 TL fatura ödendi. Teşekkürler.,normal
486,Kampanya: cumartesi yapacağınız alışverişlerde 320 TL puan kazanın. Detaylar mobil uygulamada. Teşekkürler.,normal
487,"Selin yola çıktım, 16:45 gibi oradayım. Bilgilerinize.",normal
488,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: guvenli-odeme.net/a818 İyi günler.,dolandiricilik
489,Kartınızdan 89 TL harcama yapılmıştır. Size ait değilse iptal için: hesap-dogrula.com/a182 Detaylar için arayın.,dolandiricilik
490,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cumartesi. Tutar: 5.000 TL.,normal
491,"Ayşe toplantı 14:15 da başlıyor, geç kalma. Teşekkürler.",normal
492,"Anneciğim pazar size uğrayacağız, bir şey lazım mı?",normal
493,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: bit.ly/a694,dolandiricilik
494,Merhaba annecim telefonum bozuldu bu numaradan yazıyorum acil 89 TL lazım hemen gönder.,dolandiricilik
495,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: edevlet-iade.info/a818 Detaylar için arayın.,dolandiricilik
496,Anneciğim pazartesi size,normal
497,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz.",normal
498,"Tebrikler Merve, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
499,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: hesap-dogrula.com/a501 Detaylar için arayın.,dolandiricilik
500,Paketiniz pazartesi teslim edilecektir. İyi günler.,normal
501,"Anneciğim cumartesi size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
502,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin. Teşekkürler.",dolandiricilik
503,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 320 TL.,normal
504,Doğum günün kutlu,normal
505,Randevunuz pazar saat 11:00 olarak onaylanmıştır.,normal
506,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: guvenli-odeme.net/a221,dolandiricilik
507,"Tebrikler Emre, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
508,"Merhaba Ayşe, akşam",normal
509,Kartınızdan 1.890 TL harcama yapılmıştır.,normal
510,"Tebrikler, çekilişimizde hediye puan kazandınız.",dolandiricilik
511,"Tebrikler Burak, kazandın! Maç",normal
512,Kartınız ile yapılan 1.200 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
513,Tebrikler! 2.750 TL ödül kazandınız. Almak için tıklayın kargo-takip.xyz/a321 Bilgilerinize.,dolandiricilik
514,E-devlet vergi iadeniz 640 TL hazır.,dolandiricilik
515,Tek kullanımlık şifreniz: 882181. Bu şifreyi kimseyle paylaşmayınız.,normal
516,Paketiniz cumartesi teslim edilecektir. İyi günler.,normal
517,"Merhaba Can, akşam yemeğe geliyor musun? İyi günler.",normal
518,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
519,Randevunuz iptal edilmiştir. Yeniden onay,dolandiricilik
520,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: guvenli-odeme.net/a409 İyi günler.",dolandiricilik
521,Siparişiniz kargo ile yola,dolandiricilik
522,"Tebrikler Mehmet, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
523,Hesabınıza 150 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
524,Kartınızdan 2.750 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Bilgilerinize.,normal
525,"Merhaba Emre, akşam",normal
526,Faturanız 480 TL olarak kesilmiştir. Son ödeme bugün.,normal
527,Otomatik ödeme talimatınız ile 89 TL fatura ödendi.,normal
528,"Toplantı notlarını mail attım, bakabilir misin?",normal
529,Doğum günün kutlu olsun Burak! Nice mutlu yıllara.,normal
530,Siparişiniz kurye ile yola çıktı. Takip numaranız 793461. Bilgilerinize.,normal
531,Kartınızdan 89 TL harcama yapılmıştır. Size ait değilse iptal için: bit.ly/a717 İyi günler.,dolandiricilik
532,"Burak toplantı 18:00 da başlıyor, geç kalma. Bilgilerinize.",normal
533,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
534,Tebrikler! 5.000 TL ödül kazandınız. Almak için tıklayın guvenli-odeme.net/a953,dolandiricilik
535,"Eczanemizde reçeteniz hazırdır, bugün teslim alabilirsiniz. İyi günler.",normal
536,Doğum günün kutlu olsun Mehmet! Nice mutlu yıllara. Teşekkürler.,normal
537,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin. Teşekkürler.",dolandiricilik
538,Tek kullanımlık şifreniz: 676174. Bu şifreyi kimseyle paylaşmayınız. Bilgilerinize.,normal
539,Kartınız ile yapılan 5.000 TL,normal
540,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
541,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: tinyurl.com/a785 Bilgilerinize.,dolandiricilik
542,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
543,"Toplantı notlarını mail attım, bakabilir misin?",normal
544,Otomatik ödeme talimatınız ile 150 TL fatura ödendi. Teşekkürler.,normal
545,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: edevlet-iade.info/a412 İyi günler.,dolandiricilik
546,Otomatik ödeme talimatınız ile 1.200 TL fatura ödendi. Bilgilerinize.,normal
547,Faturanız 250 TL olarak kesilmiştir. Son ödeme yarın.,normal
548,Faturanız 1.890 TL olarak kesilmiştir. Son ödeme pazartesi. Bilgilerinize.,normal
549,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
550,"Selin yola çıktım,",normal
551,Anneciğim bugün size,normal
552,"Elif ben, yeni numaram bu. Acil para lazım, IBAN atıyorum.",dolandiricilik
553,Otomatik ödeme talimatınız ile 1.890 TL fatura ödendi. İyi günler.,normal
554,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz tinyurl.com/a236",dolandiricilik
555,Hesabınıza 1.890 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
556,Kampanya: cumartesi yapacağınız alışverişlerde 640 TL puan kazanın. Detaylar mobil uygulamada.,normal
557,"Anneciğim cumartesi size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
558,Bedava internet paketi kazandınız! Hemen,dolandiricilik
559,"Merhaba Mehmet, akşam yemeğe geliyor musun?",normal
560,"Acil dönüş yapar mısın Merve, toplantı saati değişti.",normal
561,"Merhaba Selin, akşam yemeğe geliyor musun? Bilgilerinize.",normal
562,Güvenliğiniz için hesabınıza erişim,normal
563,Kartınızdan 1.200 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
564,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: bit.ly/a419 İyi günler.,dolandiricilik
565,"Merhaba Burak, akşam yemeğe geliyor musun?",normal
566,"Anneciğim yarın size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
567,Faturanız 320 TL olarak,normal
568,"Anneciğim bugün size uğrayacağız, bir şey lazım mı? Teşekkürler.",normal
569,Kartınızdan 2.750 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
570,"Tebrikler Selin, kazandın! Maç bileti bende, akşam konuşuruz. İyi günler.",normal
571,Hesabınıza 480 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Detaylar için arayın.,normal
572,Faturanız 89 TL olarak kesilmiştir. Son ödeme bugün.,normal
573,Kartınızdan 480 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a152,dolandiricilik
574,Siparişiniz kargo ile,normal
575,Acil dönüş yapar,normal
576,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Detaylar için arayın.,normal
577,Otomatik ödeme talimatınız ile 5.000 TL fatura ödendi. Bilgilerinize.,normal
578,Randevunuz bugün saat 11:00 olarak onaylanmıştır. İyi günler.,normal
579,Kartınızdan 250 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
580,Güvenliğiniz için hesabınıza erişim geçici,normal
581,Paketiniz yarın teslim edilecektir. İyi günler. Detaylar için arayın.,normal
582,Acil dönüş yapar mısın,normal
583,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: guvenli-odeme.net/a894 Bilgilerinize.",dolandiricilik
584,"Tebrikler Emre, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
585,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: guvenli-odeme.net/a822",dolandiricilik
586,Siparişiniz kurye ile yola çıktı. Takip numaranız 161822. Detaylar için arayın.,normal
587,"Tebrikler Burak, kazandın! Maç bileti bende, akşam konuşuruz.",normal
588,"Anneciğim pazar size uğrayacağız,",normal
589,Kartınız ile yapılan 320 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
590,Randevunuz iptal edilmiştir. Yeniden onay için 5.000 TL ödeme yapınız. Bilgilerinize.,dolandiricilik
591,"Tebrikler Selin, kazandın! Maç bileti bende, akşam konuşuruz.",normal
592,"Anneciğim cumartesi size uğrayacağız, bir",normal
593,"Tebrikler Elif, kazandın! Maç bileti bende, akşam konuşuruz. Detaylar için arayın.",normal
594,Faturanız 320 TL olarak kesilmiştir. Son ödeme cumartesi.,normal
595,"Anneciğim pazar size uğrayacağız, bir şey lazım mı? Detaylar için arayın.",normal
596,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: kargo-takip.xyz/a311,dolandiricilik
597,Faturanız 480 TL olarak kesilmiştir. Son ödeme yarın. Teşekkürler.,normal
598,Hesabınıza 5.000 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Bilgilerinize.,normal
599,"Eczanemizde reçeteniz hazırdır, cuma",normal
600,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazar. Tutar: 2.750 TL. Detaylar için arayın.,normal
601,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazar. Tutar: 2.750 TL. Teşekkürler.,normal
602,"Zeynep toplantı 18:00 da başlıyor, geç kalma.",normal
603,Tek kullanımlık şifreniz: 457642. Bu şifreyi kimseyle paylaşmayınız. Teşekkürler.,normal
604,Kampanya: bugün yapacağınız alışverişlerde 1.890 TL puan kazanın. Detaylar mobil uygulamada. Detaylar için arayın.,normal
605,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin. Teşekkürler.",dolandiricilik
606,Güvenliğiniz için hesabınıza erişim geçici,normal
607,Kartınızdan 5.000 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a756,dolandiricilik
608,Hesabınıza 640 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
609,Kargonuz adres eksikliği nedeniyle teslim,dolandiricilik
610,Randevunuz pazartesi saat 18:00 olarak onaylanmıştır.,normal
611,Kampanya detayları için tıklayın:,normal
612,Faturanız 320 TL,normal
613,"Anneciğim cumartesi size uğrayacağız, bir şey lazım mı?",normal
614,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. hesap-dogrula.com/a908,dolandiricilik
615,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Bilgilerinize.,normal
616,Randevunuz pazar saat 16:45 olarak onaylanmıştır.,normal
617,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. İyi günler.,normal
618,"Burak toplantı 11:00 da başlıyor, geç kalma. Teşekkürler.",normal
619,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
620,"Merhaba Selin, akşam yemeğe geliyor musun? Detaylar için arayın.",normal
621,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a879 Detaylar için arayın.,dolandiricilik
